"Slider.v1.0.16b","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
about them in normal usage. However, if your localization file seems to
be corrupted, these rules may be helpful for debugging purposes...
- The first 4 rows can be arbitrarily long
  - The first cell of first row is used to store this block of instruction
    text
  - The first 3 cells of the fourth row is used as headers
  - All other cells in the first and fourth rows are ignored
  - Columns in the second row alternate between property and value (ex.
    ' foo | 1 | bar | 3.5 | ... '
    - Any whitespaces before and after the property name are ignored
  - Columns in the third row are exclusively comments for properties in the
    second row
- Every following line can include any number of cells, but only the
  first four will be parsed (you can use the rest as comments if needed)
  - The fourth column is an optional metadata column
",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 1/U/Text","u","u","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 1/W/Text","w","w","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 1/Y/Text","y","y","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 2/A/Text","a","a","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 2/D/Text","d","d","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 2/F/Text","f","f","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 2/G/Text","g","g","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 2/H/Text","h","h","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 2/J/Text","j","j","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 2/K/Text","k","k","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 2/L/Text","l","l","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 2/S/Text","s","s","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 3/B/Text","b","b","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 3/C/Text","c","c","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 3/M/Text","m","m","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 3/N/Text","n","n","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 3/V/Text","v","v","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 3/X/Text","x","x","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Keyboard/Letter Keys/Row 3/Z/Text","z","z","PixelUnicode;16",
"UICanvas/NewSavePanel/ProfileNameInput/Text Area/Placeholder","Enter name...","Enter name...","PixelTitanZero;16",
"UICanvas/NewSavePanel/ProfileNameInput/Text Area/Text","​","​","PixelTitanZero;16",
"UICanvas/OptionsMenu/Back Button/Text","Back","Back","PixelTitanZero;16",
"UICanvas/OptionsMenu/CheatsManager@Give:0","Give","Give","",
"UICanvas/OptionsMenu/CheatsManager@NoClipOff:0","NoClip-Off","NoClip-Off","",
"UICanvas/OptionsMenu/CheatsManager@NoClipOn:0","NoClip-On","NoClip-On","",
"UICanvas/OptionsMenu/CheatsManager@NoCollectibles:0","No Collectibles!","No Collectibles!","",
"UICanvas/OptionsMenu/CheatsManager@RecallAnchor:0","Recall Anchor","Recall Anchor","",
"UICanvas/OptionsMenu/CheatsManager@SpawnAnchor:0","Spawn Anchor","Spawn Anchor","",
"UICanvas/OptionsMenu/CheatsManager@Teleport:0","Teleport","Teleport","",
"UICanvas/OptionsMenu/CheatsManager@Undo:0","Undo","Undo","",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/Cheats Text","Cheats","Cheats","PixelTitanZero;24",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Alert","Warning! Cheats cannot be undone!
We have a guide with lots of hints too.
Feel free to use these if you get stuck.","Warning! Cheats cannot be undone!
We have a guide with lots of hints too.
Feel free to use these if you get stuck.","PixelUnicode;12",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Button Holder (1)/Scroll Boots Button/Text","Scroll+Boots","Scroll+Boots","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Button Holder (1)/Spawn Anchor Button/Text","Spawn Anchor","Spawn Anchor","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Button Holder (2)/NoClip Button/Text","NoClip","NoClip","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Button Holder (2)/Respawn Button/Text","Respawn","Respawn","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Collectible Selector Button Pair/Give Button/Text","Give","Give","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Collectible Selector Button Pair/Holder/Label","Collectible Name","Collectible Name","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Dev Console/Label","Dev Console","Dev Console","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Teleport Selector Button Pair/Holder/Label","Village","Village","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Teleport Selector Button Pair/TP Button/Text","Teleport","Teleport","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Larger Deadzone/Label","Larger Deadzone","Larger Deadzone","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Left Aligned/Alt View","Alt View","Alt View","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Left Aligned/Button East","Back","Back","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Left Aligned/Button North","Cycle","Cycle","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Left Aligned/Button South","Action","Action","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Right Aligned/Artifact","Artifact","Artifact","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Right Aligned/Move","Move","Move","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Right Aligned/Pause","Pause","Pause","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controls Text","Keyboard","Keyboard","PixelTitanZero;24",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Action/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Action/Control Label","Action","Action","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Alt View/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Alt View/Control Label","Alt View","Alt View","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Cycle Equip/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Cycle Equip/Control Label","Cycle","Cycle","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Keyboard Only/Label","Keyboard Only","Keyboard Only","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Down/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Down/Control Label","Down","Down","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Left/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Left/Control Label","Left","Left","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Right/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Right/Control Label","Right","Right","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Up/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Up/Control Label","Up","Up","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Open/Close Artifact/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Open/Close Artifact/Control Label","Artifact","Artifact","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Pause/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Pause/Control Label","Pause","Pause","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/ResetButtonHolder/Reset to Defaults Button/Text","Reset Keybinds","Reset Keybinds","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Rebinding Overlay/Text","Rebinding <control/>...","Rebinding <control/>...","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel@Scheme:0","Keyboard","Keyboard","",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel@Scheme:1","Controller","Controller","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/ApplySettingsHolder/ApplySettings Button/Text","Save Changes","Save Changes","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/Display Text","Display","Display","PixelTitanZero;24",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown","","","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@0","30","30","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@1","60","60","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@2","75","75","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@3","120","120","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@4","144","144","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@5","240","240","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@6","Uncapped","Uncapped","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Label","FPS","FPS","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FullScreen Toggle/Label","Full Screen","Full Screen","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown","","","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@0","1280 x 720","1280 x 720","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@1","1280 x 800","1280 x 800","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@2","1366 x 768","1366 x 768","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@3","1920 x 1080","1920 x 1080","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@4","2560 x 1440","2560 x 1440","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@5","Native","Native","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Label","Resolution","Resolution","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/VSync/Label","VSync","VSync","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Big Text/Label","Bigger Text","Bigger Text","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Contrast Text/Label","Text Background","Text Background","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Hide Cursor/Label","Hide Cursor","Hide Cursor","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Pixel Font Alert/Label","Setting will be applied once you restart or return to main menu...","Setting will be applied once you restart or return to main menu...","PixelUnicode;12",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Pixel Font/Label","Pixel Font","Pixel Font","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Screen Shake Slider/Label","Screen Shake","Screen Shake","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/Options Text","Options","Options","PixelTitanZero;24",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/FeedbackButtonHolder/Feedback Button/Text","Give Feedback (web)","Give Feedback (web)","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/List/Colorblind Mode/Label","Colorblind Mode","Colorblind Mode","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/List/Mini Player Icon/Label","Mini Player Icon","Mini Player Icon","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/List/Smoother FPS/Label","Smoother FPS (Experimental)","Smoother FPS (Experimental)","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/Misc Options Text","Miscellaneous","Miscellaneous","PixelTitanZero;24",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/ResetButtonHolder/Reset to Defaults Button/Text","Reset All Settings","Reset All Settings","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/List/Ambience Slider/Label","Ambience","Ambience","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/List/Master Slider/Label","Master","Master","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/List/Music Slider/Label","Music","Music","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/List/Play Audio When Unfocused/Label","Audio when
Unfocused","Audio when
Unfocused","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/List/Sound Slider/Label","Sound","Sound","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/Sound Text","Sound","Sound","PixelTitanZero;24",
"UICanvas/OptionsMenu/SideNav/Cheats Button/Text","Cheats","Cheats","PixelTitanZero;16",
"UICanvas/OptionsMenu/SideNav/Controls Button/Text","Controls","Controls","PixelTitanZero;16",
"UICanvas/OptionsMenu/SideNav/Display Button/Text","Display","Display","PixelTitanZero;16",
"UICanvas/OptionsMenu/SideNav/Misc Button/Text","Misc","Misc","PixelTitanZero;16",
"UICanvas/OptionsMenu/SideNav/Options Button/Text","Options","Options","PixelTitanZero;16",
"UICanvas/OptionsMenu/SideNav/Sound Button/Text","Sound","Sound","PixelTitanZero;16",
"UICanvas/SavesPanel/Confirm Button Variant/Text","Confirm","Confirm","PixelTitanZero;16",
"UICanvas/SavesPanel/LeftSaveBackground/Left Save Button/Text","[ Empty ]","[ Empty ]","PixelTitanZero;16",
"UICanvas/SavesPanel/LeftSaveBackground/Left Save Button/Text/ProgressText","1/9","1/9","PixelTitanZero;16",
"UICanvas/SavesPanel/LeftSaveBackground/Left Save Button/Text/TimeText","0h32","0h32","PixelUnicode;16",
"UICanvas/SavesPanel/MiddleSaveBackground/Middle Save Button/Text","Cat Name","Cat Name","PixelTitanZero;16",
"UICanvas/SavesPanel/MiddleSaveBackground/Middle Save Button/Text/ProgressText","1/9","1/9","PixelTitanZero;16",
"UICanvas/SavesPanel/MiddleSaveBackground/Middle Save Button/Text/TimeText","0h32","0h32","PixelUnicode;16",
"UICanvas/SavesPanel/ProgressText","Select Save","Select Save","PixelTitanZero;16",
"UICanvas/SavesPanel/RightSaveBackground/Right Save Button/Text","[ Empty ]","[ Empty ]","PixelTitanZero;16",
"UICanvas/SavesPanel/RightSaveBackground/Right Save Button/Text/ProgressText","1/9","1/9","PixelTitanZero;16",
"UICanvas/SavesPanel/RightSaveBackground/Right Save Button/Text/TimeText","0h32","0h32","PixelUnicode;16",
"UICanvas/SavesPanel@Backup:0","Restore a backup?","Restore a backup?","",
"UICanvas/SavesPanel@Delete:0","Delete file?","Delete file?","",
"UICanvas/SavesPanel@Normal:0","Select Save","Select Save","",
"WorldCanvas/Press any Key","[press any key to begin]","[press any key to begin]","PixelUnicode;0.75",
